binary_sha256,command,git_dirty,git_revision,invocation,layer,max_abs,mode,model_sha256,parity_pass,q8_model_sha256,records,rmse,site,threads,tolerance_failures,top1_changes,top1_rows,trace_sha256,values,variant
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0784184932709,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00953242828899,model.layers.14.self_attn.q_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.170491576195,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0244441352214,model.layers.14.self_attn.q_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.195363044739,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0263137108604,model.layers.14.self_attn.q_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,4.76837158203e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,4.3109720999e-07,model.layers.14.self_attn.k_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0600898265839,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0101442854369,model.layers.14.self_attn.k_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.14633846283,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0247926004865,model.layers.14.self_attn.k_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.176262140274,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0268490816001,model.layers.14.self_attn.k_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,1.43051147461e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,2.18610268228e-07,model.layers.14.self_attn.v_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0337179601192,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00964447363042,model.layers.14.self_attn.v_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.117147058249,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0234202267153,model.layers.14.self_attn.v_proj.weight,1,,2,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.117400228977,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0254009686186,model.layers.14.self_attn.v_proj.weight,1,,2,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,3.81469726562e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,2.52586265636e-07,model.layers.14.self_attn.o_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0447001457214,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00496775303852,model.layers.14.self_attn.o_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0402210950851,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00737797049576,model.layers.14.self_attn.o_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0541112422943,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00887248892272,model.layers.14.self_attn.o_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,2.86102294922e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,2.04859208123e-07,model.layers.14.mlp.gate_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0336931049824,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00368425364829,model.layers.14.mlp.gate_proj.weight,1,,2,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0772454738617,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0070576200782,model.layers.14.mlp.gate_proj.weight,1,,2,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0834460258484,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00796283123035,model.layers.14.mlp.gate_proj.weight,1,,2,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,1.90734863281e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,1.77580342483e-07,model.layers.14.mlp.up_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0214161872864,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00384267922279,model.layers.14.mlp.up_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0411536097527,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00731864680895,model.layers.14.mlp.up_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0500365495682,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0082614608675,model.layers.14.mlp.up_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,7.62939453125e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,4.63431263342e-07,model.layers.14.mlp.down_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0812652111053,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00783898719336,model.layers.14.mlp.down_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.0868511199951,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0133509902516,model.layers.14.mlp.down_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,0.134527206421,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0154620180706,model.layers.14.mlp.down_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",29,1.04904174805e-05,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,6.18306927614e-07,model.layers.29.self_attn.q_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",29,0.0942630767822,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00906627488268,model.layers.29.self_attn.q_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",29,0.120795249939,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0202106958702,model.layers.29.self_attn.q_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,activation_only
